yr,st,st_ansi,cty,cty_ansi,zip,netinc,st_cty_yr,fertilizer,fuel,labor,land,machinery,tractors,trucks,fips,Latitude,Longitude
2017,ALABAMA,1,AUTAUGA,1,,6781000,ALABAMA_AUTAUGA_2017,2295000,1099000,1985000,36890,35869000,673,607,1001,32.536382,–86.644490
2017,ALABAMA,1,BULLOCK,11,,18322000,ALABAMA_BULLOCK_2017,1604000,2179000,6042000,19969,21232000,520,563,1011,32.101759,–85.717261
2017,ALABAMA,1,DALLAS,47,,18518000,ALABAMA_DALLAS_2017,4982000,2619000,5943000,76697,65614000,1296,878,1047,32.33354,–87.114356
2017,ALABAMA,1,ELMORE,51,,5298000,ALABAMA_ELMORE_2017,2657000,1962000,2110000,34857,40653000,874,765,1051,32.597229,–86.142739
2017,ALABAMA,1,GREENE,63,,6458000,ALABAMA_GREENE_2017,390000,1086000,2360000,20423,30928000,834,569,1063,32.844497,–87.964201
2017,ALABAMA,1,HALE,65,,17715000,ALABAMA_HALE_2017,1518000,1853000,2575000,20732,39944000,1007,764,1065,32.752796,–87.623061
2017,ALABAMA,1,LOWNDES,85,,23028000,ALABAMA_LOWNDES_2017,1925000,2455000,3098000,46465,54020000,868,808,1085,32.147888,–86.650586
2017,ALABAMA,1,MACON,87,,-1897000,ALABAMA_MACON_2017,3011000,1435000,4615000,40813,36859000,610,602,1087,32.387027,–85.692887
2017,ALABAMA,1,MARENGO,91,,3632000,ALABAMA_MARENGO_2017,1458000,1358000,1606000,28043,37262000,836,677,1091,32.247591,–87.791091
2017,ALABAMA,1,MONTGOMERY,101,,10030000,ALABAMA_MONTGOMERY_2017,2503000,1869000,6063000,56953,47007000,1029,870,1101,32.203651,–86.203831
2017,ALABAMA,1,PERRY,105,,13445000,ALABAMA_PERRY_2017,1745000,1176000,3340000,41229,33620000,668,588,1105,32.639005,–87.293827
2017,ALABAMA,1,SUMTER,119,,7006000,ALABAMA_SUMTER_2017,1142000,1148000,1799000,31110,29982000,724,566,1119,32.597481,–88.200057
2017,ALABAMA,1,BALDWIN,3,,29837000,ALABAMA_BALDWIN_2017,13045000,5053000,15444000,110438,114930000,1764,1551,1003,30.659218,–87.746067
2017,ALABAMA,1,BUTLER,13,,38843000,ALABAMA_BUTLER_2017,1194000,2175000,2912000,17717,35170000,726,593,1013,31.751667,–86.681969
2017,ALABAMA,1,CHOCTAW,23,,2524000,ALABAMA_CHOCTAW_2017,305000,303000,353000,6618,12875000,331,283,1023,31.991008,–88.248887
2017,ALABAMA,1,CLARKE,25,,-827000,ALABAMA_CLARKE_2017,674000,527000,297000,11181,19649000,482,350,1025,31.685521,–87.818624
2017,ALABAMA,1,CONECUH,35,,5915000,ALABAMA_CONECUH_2017,2173000,984000,938000,26654,25901000,565,499,1035,31.428293,–86.992029
2017,ALABAMA,1,ESCAMBIA,53,,-234000,ALABAMA_ESCAMBIA_2017,5192000,2217000,2304000,55335,40234000,719,606,1053,31.121748,–87.168429
2017,ALABAMA,1,MOBILE,97,,26059000,ALABAMA_MOBILE_2017,9400000,2760000,18224000,37655,54666000,1216,1072,1097,30.684573,–88.196568
2017,ALABAMA,1,MONROE,99,,6045000,ALABAMA_MONROE_2017,4500000,2133000,1608000,42062,42954000,717,594,1099,31.580332,–87.383266
2017,ALABAMA,1,WASHINGTON,129,,8794000,ALABAMA_WASHINGTON_2017,1893000,1579000,812000,22306,31714000,755,679,1129,31.406974,–88.202078
2017,ALABAMA,1,WILCOX,131,,3456000,ALABAMA_WILCOX_2017,1175000,991000,1686000,26871,21271000,571,417,1131,31.99033,–87.302205
2017,ALABAMA,1,BLOUNT,9,,76664000,ALABAMA_BLOUNT_2017,3799000,4762000,4207000,43793,100220000,2057,1913,1009,33.977448,–86.567246
2017,ALABAMA,1,CALHOUN,15,,20414000,ALABAMA_CALHOUN_2017,2023000,3778000,4735000,28470,47633000,1150,1104,1015,33.771706,–85.822513
2017,ALABAMA,1,CHEROKEE,19,,47635000,ALABAMA_CHEROKEE_2017,7081000,3786000,6141000,72801,66518000,1109,1123,1019,34.069515,–85.654242
2017,ALABAMA,1,CLEBURNE,29,,36257000,ALABAMA_CLEBURNE_2017,733000,1321000,2479000,8949,22848000,666,645,1029,33.671981,–85.516109
2017,ALABAMA,1,CULLMAN,43,,147327000,ALABAMA_CULLMAN_2017,4796000,6780000,8581000,60878,138041000,3191,3118,1043,34.131923,–86.869267
2017,ALABAMA,1,DE KALB,49,,151503000,ALABAMA_DE KALB_2017,7010000,10471000,13617000,91495,171106000,3328,3585,1049,34.460929,–85.803992
2017,ALABAMA,1,ETOWAH,55,,22847000,ALABAMA_ETOWAH_2017,3030000,3103000,1841000,24753,64528000,1391,1310,1055,34.047638,–86.034420
2017,ALABAMA,1,JACKSON,71,,45697000,ALABAMA_JACKSON_2017,7773000,3741000,2802000,95474,117055000,2413,2450,1071,34.763522,–85.977400
2017,ALABAMA,1,MARSHALL,95,,68992000,ALABAMA_MARSHALL_2017,3554000,6611000,7399000,44894,125584000,2487,2354,1095,34.309564,–86.321668
2017,ALABAMA,1,SAINT CLAIR,115,,15300000,ALABAMA_SAINT CLAIR_2017,1343000,1146000,2185000,14424,37757000,779,731,1115,33.712963,–86.315663
2017,ALABAMA,1,COLBERT,33,,9323000,ALABAMA_COLBERT_2017,9024000,2968000,2525000,85790,62196000,1111,1070,1033,34.703112,–87.801457
2017,ALABAMA,1,FRANKLIN,59,,35263000,ALABAMA_FRANKLIN_2017,2096000,2916000,2901000,32410,61370000,1222,1158,1059,34.441988,–87.842815
2017,ALABAMA,1,LAUDERDALE,77,,9169000,ALABAMA_LAUDERDALE_2017,9289000,3545000,4221000,108970,111804000,2373,2122,1077,34.904122,–87.650997
2017,ALABAMA,1,LAWRENCE,79,,55253000,ALABAMA_LAWRENCE_2017,10547000,5233000,7456000,120799,140849000,2111,2039,1079,34.529776,–87.321865
2017,ALABAMA,1,LIMESTONE,83,,35007000,ALABAMA_LIMESTONE_2017,12776000,5854000,5804000,151108,127135000,2012,1827,1083,34.810239,–86.981400
2017,ALABAMA,1,MADISON,89,,7831000,ALABAMA_MADISON_2017,10896000,4095000,5095000,131529,113200000,1712,1656,1089,34.764238,–86.551080
2017,ALABAMA,1,MARION,93,,33580000,ALABAMA_MARION_2017,1046000,1397000,781000,20310,36588000,938,886,1093,34.138219,–87.881551
2017,ALABAMA,1,MORGAN,103,,17769000,ALABAMA_MORGAN_2017,4479000,4570000,4473000,45885,76534000,2091,1713,1103,34.454484,–86.846402
2017,ALABAMA,1,WINSTON,133,,7878000,ALABAMA_WINSTON_2017,819000,811000,142000,11895,28868000,775,658,1133,34.155888,–87.364147
2017,ALABAMA,1,BIBB,7,,-338000,ALABAMA_BIBB_2017,1052000,431000,412000,15823,14074000,369,298,1007,33.015893,–87.127148
2017,ALABAMA,1,CHAMBERS,17,,-395000,ALABAMA_CHAMBERS_2017,1492000,796000,1445000,12486,20372000,617,575,1017,32.917943,–85.391812
2017,ALABAMA,1,CHILTON,21,,-742000,ALABAMA_CHILTON_2017,1468000,1357000,2022000,21995,35531000,947,815,1021,32.85406,–86.726628
2017,ALABAMA,1,CLAY,27,,24586000,ALABAMA_CLAY_2017,886000,1514000,679000,12210,32722000,770,708,1027,33.267809,–85.862051
2017,ALABAMA,1,COOSA,37,,-612000,ALABAMA_COOSA_2017,239000,364000,58000,5157,13451000,359,259,1037,32.931445,–86.243482
2017,ALABAMA,1,FAYETTE,57,,4935000,ALABAMA_FAYETTE_2017,2458000,1272000,1470000,20950,25710000,617,522,1057,33.732249,–87.752049
2017,ALABAMA,1,JEFFERSON,73,,-2314000,ALABAMA_JEFFERSON_2017,390000,513000,555000,6991,20756000,545,484,1073,33.553444,–86.896536
2017,ALABAMA,1,LAMAR,75,,2315000,ALABAMA_LAMAR_2017,718000,568000,355000,12006,17161000,470,365,1075,33.787085,–88.087431
2017,ALABAMA,1,LEE,81,,20561000,ALABAMA_LEE_2017,5917000,980000,5005000,8981,30028000,483,457,1081,32.604064,–85.353048
2017,ALABAMA,1,PICKENS,107,,24810000,ALABAMA_PICKENS_2017,2014000,2074000,3185000,27117,36558000,741,603,1107,33.296809,–88.096878
2017,ALABAMA,1,RANDOLPH,111,,49974000,ALABAMA_RANDOLPH_2017,1954000,3452000,1467000,19723,58360000,1041,1019,1111,33.296475,–85.464068
2017,ALABAMA,1,SHELBY,117,,393000,ALABAMA_SHELBY_2017,1456000,845000,3549000,26226,30921000,839,598,1117,33.262937,–86.678104
2017,ALABAMA,1,TALLADEGA,121,,10411000,ALABAMA_TALLADEGA_2017,2309000,1472000,2968000,29984,50415000,949,757,1121,33.369277,–86.175805
2017,ALABAMA,1,TALLAPOOSA,123,,2660000,ALABAMA_TALLAPOOSA_2017,1015000,1009000,525000,8540,20886000,596,523,1123,32.863369,–85.799553
2017,ALABAMA,1,TUSCALOOSA,125,,9762000,ALABAMA_TUSCALOOSA_2017,1133000,1178000,2236000,23491,34651000,1005,778,1125,33.290202,–87.522860
2017,ALABAMA,1,WALKER,127,,16730000,ALABAMA_WALKER_2017,980000,1415000,1082000,15954,43736000,883,807,1127,33.791571,–87.301092
2017,ALABAMA,1,BARBOUR,5,,31379000,ALABAMA_BARBOUR_2017,2304000,2527000,4176000,37304,43339000,886,726,1005,31.87067,–85.405456
2017,ALABAMA,1,COFFEE,31,,55596000,ALABAMA_COFFEE_2017,4394000,3771000,5656000,64258,70260000,1430,1323,1031,31.402183,–85.989201
2017,ALABAMA,1,COVINGTON,39,,38106000,ALABAMA_COVINGTON_2017,5295000,2828000,3664000,54263,72010000,1594,1402,1039,31.243987,–86.448721
2017,ALABAMA,1,CRENSHAW,41,,54035000,ALABAMA_CRENSHAW_2017,1416000,3276000,1517000,23616,53205000,987,920,1041,31.732826,–86.319222
2017,ALABAMA,1,DALE,45,,58421000,ALABAMA_DALE_2017,3461000,2885000,1951000,52506,48631000,808,730,1045,31.430654,–85.609476
2017,ALABAMA,1,GENEVA,61,,44298000,ALABAMA_GENEVA_2017,6593000,4518000,4426000,81700,81237000,1266,1173,1061,31.090866,–85.824346
2017,ALABAMA,1,HENRY,67,,43742000,ALABAMA_HENRY_2017,4433000,3078000,3393000,74181,67119000,875,746,1067,31.516978,–85.239971
2017,ALABAMA,1,HOUSTON,69,,13188000,ALABAMA_HOUSTON_2017,9510000,4025000,5086000,85934,71738000,1265,1104,1069,31.158193,–85.296398
2017,ALABAMA,1,PIKE,109,,37551000,ALABAMA_PIKE_2017,2986000,3013000,4778000,40591,51768000,1048,877,1109,31.798726,–85.941997
2017,ALABAMA,1,RUSSELL,113,,4046000,ALABAMA_RUSSELL_2017,2559000,1347000,2880000,31151,26693000,570,427,1113,32.289811,–85.186980
2017,ARIZONA,4,APACHE,1,,-25396000,ARIZONA_APACHE_2017,286000,10180000,2058000,30354,170824000,1420,6572,4001,35.385845,–109.493747
2017,ARIZONA,4,COCONINO,5,,-4378000,ARIZONA_COCONINO_2017,82000,5692000,4359000,6914,73993000,377,2563,4005,35.829692,–111.773728
2017,ARIZONA,4,GILA,7,,-748000,ARIZONA_GILA_2017,26000,1033000,1864000,2312,15347000,250,471,4007,33.789618,–110.811870
2017,ARIZONA,4,MOHAVE,15,,5908000,ARIZONA_MOHAVE_2017,2315000,1834000,5070000,30724,30455000,296,561,4015,35.717705,–113.749689
2017,ARIZONA,4,NAVAJO,17,,-18088000,ARIZONA_NAVAJO_2017,236000,7978000,5817000,66007,109201000,750,4227,4017,35.390934,–110.320908
2017,ARIZONA,4,YAVAPAI,25,,-7933000,ARIZONA_YAVAPAI_2017,999000,3283000,10940000,8037,54320000,866,1347,4025,34.630044,–112.573745
2017,ARIZONA,4,COCHISE,3,,12701000,ARIZONA_COCHISE_2017,13055000,8487000,15128000,152855,107258000,1437,1969,4003,31.881793,–109.754120
2017,ARIZONA,4,GRAHAM,9,,8137000,ARIZONA_GRAHAM_2017,5014000,3671000,9384000,52368,48239000,661,641,4009,32.931828,–109.878310
2017,ARIZONA,4,GREENLEE,11,,1736000,ARIZONA_GREENLEE_2017,462000,594000,1668000,4954,9412000,174,230,4011,33.238872,–109.242323
2017,ARIZONA,4,LAPAZ,12,,11345000,ARIZONA_LAPAZ_2017,12134000,8235000,13954000,102644,46967000,432,517,4012,33.727625,–114.038793
2017,ARIZONA,4,MARICOPA,13,,113299000,ARIZONA_MARICOPA_2017,34855000,30832000,193686000,257187,321507000,3205,3423,4013,33.346541,–112.495534
2017,ARIZONA,4,PIMA,19,,8661000,ARIZONA_PIMA_2017,6372000,4065000,19023000,40729,52313000,602,949,4019,32.128237,–111.783018
2017,ARIZONA,4,PINAL,21,,97827000,ARIZONA_PINAL_2017,33755000,23859000,79712000,294103,215500000,1661,2038,4021,32.91891,–111.367257
2017,ARIZONA,4,SANTA CRUZ,23,,62000,ARIZONA_SANTA CRUZ_2017,573000,1046000,4936000,3182,13753000,220,349,4023,31.525904,–110.845190
2017,ARIZONA,4,YUMA,27,,144825000,ARIZONA_YUMA_2017,120805000,56304000,138163000,234278,210982000,1455,1349,4027,32.773942,–113.910905
2017,ARKANSAS,5,CONWAY,29,,62831000,ARKANSAS_CONWAY_2017,2350000,4069000,4445000,79868,68865000,1469,1371,5029,35.265702,–92.689248
2017,ARKANSAS,5,FAULKNER,45,,-3224000,ARKANSAS_FAULKNER_2017,1559000,2171000,3781000,69964,86264000,1936,1669,5045,35.146356,–92.324654
2017,ARKANSAS,5,GARLAND,51,,-274000,ARKANSAS_GARLAND_2017,214000,554000,1965000,8214,16505000,502,473,5051,34.578861,–93.146915
2017,ARKANSAS,5,GRANT,53,,-765000,ARKANSAS_GRANT_2017,191000,587000,304000,7563,19733000,453,427,5053,34.288063,–92.423984
2017,ARKANSAS,5,HOT SPRING,59,,4953000,ARKANSAS_HOT SPRING_2017,243000,917000,958000,20390,33637000,940,763,5059,34.315177,–92.944147
2017,ARKANSAS,5,PERRY,105,,19172000,ARKANSAS_PERRY_2017,1052000,2319000,2355000,31676,38436000,743,820,5105,34.946363,–92.926877
2017,ARKANSAS,5,PULASKI,119,,4526000,ARKANSAS_PULASKI_2017,1920000,1433000,1963000,44595,29182000,696,558,5119,34.773988,–92.316515
2017,ARKANSAS,5,SALINE,125,,-649000,ARKANSAS_SALINE_2017,307000,674000,238000,12805,20172000,620,460,5125,34.648525,–92.674463
2017,ARKANSAS,5,ARKANSAS,1,,75725000,ARKANSAS_ARKANSAS_2017,32662000,12009000,11844000,358999,152333000,1272,1244,5001,34.289574,–91.376547
2017,ARKANSAS,5,CRITTENDEN,35,,65821000,ARKANSAS_CRITTENDEN_2017,12056000,9819000,8350000,292544,107115000,667,574,5035,35.211878,–90.315331
2017,ARKANSAS,5,CROSS,37,,37535000,ARKANSAS_CROSS_2017,17904000,10768000,9327000,251765,116898000,898,758,5037,35.291259,–90.773894
2017,ARKANSAS,5,LEE,77,,37603000,ARKANSAS_LEE_2017,17048000,6537000,8467000,246706,91695000,562,553,5077,34.77975,–90.779288
2017,ARKANSAS,5,LONOKE,85,,35220000,ARKANSAS_LONOKE_2017,21159000,10828000,21250000,284946,155646000,1690,1604,5085,34.755114,–91.894132
2017,ARKANSAS,5,MONROE,95,,31706000,ARKANSAS_MONROE_2017,12648000,7346000,4952000,188960,68236000,519,500,5095,34.679513,–91.203314
2017,ARKANSAS,5,PHILLIPS,107,,58543000,ARKANSAS_PHILLIPS_2017,16647000,8877000,9316000,355288,115420000,624,596,5107,34.425842,–90.848386
2017,ARKANSAS,5,PRAIRIE,117,,44990000,ARKANSAS_PRAIRIE_2017,16116000,9146000,8705000,213099,101973000,971,988,5117,34.828225,–91.557200
2017,ARKANSAS,5,SAINT FRANCIS,123,,37729000,ARKANSAS_SAINT FRANCIS_2017,13695000,8445000,7300000,231511,85205000,655,626,5123,35.014438,–90.742199
2017,ARKANSAS,5,WOODRUFF,147,,42292000,ARKANSAS_WOODRUFF_2017,12696000,8356000,6891000,227979,94124000,565,479,5147,35.189071,–91.244418
2017,ARKANSAS,5,BAXTER,5,,5973000,ARKANSAS_BAXTER_2017,691000,813000,938000,13279,27501000,747,662,5005,36.28071,–92.330438
2017,ARKANSAS,5,CLEBURNE,23,,14423000,ARKANSAS_CLEBURNE_2017,895000,1457000,2490000,29223,43930000,1130,1051,5023,35.566288,–92.059974
2017,ARKANSAS,5,FULTON,49,,662000,ARKANSAS_FULTON_2017,1735000,1800000,1593000,27524,48004000,1310,1342,5049,36.383443,–91.819239
2017,ARKANSAS,5,IZARD,65,,17959000,ARKANSAS_IZARD_2017,1135000,2127000,1873000,31737,47113000,1046,1090,5065,36.094879,–91.913625
2017,ARKANSAS,5,MARION,89,,8138000,ARKANSAS_MARION_2017,1183000,1781000,1475000,23208,45369000,860,996,5089,36.266656,–92.678588
2017,ARKANSAS,5,SEARCY,129,,-465000,ARKANSAS_SEARCY_2017,1027000,1709000,722000,30075,40613000,952,1114,5129,35.90966,–92.699351
2017,ARKANSAS,5,SHARP,135,,58707000,ARKANSAS_SHARP_2017,1056000,2205000,1165000,30101,40647000,1018,958,5135,36.173399,–91.471069
2017,ARKANSAS,5,STONE,137,,18715000,ARKANSAS_STONE_2017,843000,2041000,994000,31226,39079000,965,877,5137,35.856989,–92.140494
2017,ARKANSAS,5,VAN BUREN,141,,-1619000,ARKANSAS_VAN BUREN_2017,1074000,1035000,495000,21616,38853000,976,884,5141,35.582959,–92.515977
2017,ARKANSAS,5,CLAY,21,,78457000,ARKANSAS_CLAY_2017,20693000,13876000,11380000,258170,146767000,1289,1197,5021,36.367302,–90.418704
2017,ARKANSAS,5,CRAIGHEAD,31,,69069000,ARKANSAS_CRAIGHEAD_2017,23297000,13701000,10453000,293501,181867000,1201,1034,5031,35.828268,–90.630411
2017,ARKANSAS,5,GREENE,55,,50135000,ARKANSAS_GREENE_2017,17779000,9427000,10211000,214664,107234000,1358,1209,5055,36.119922,–90.565241
2017,ARKANSAS,5,INDEPENDENCE,63,,62089000,ARKANSAS_INDEPENDENCE_2017,4259000,4634000,4813000,83433,93164000,1532,1429,5063,35.737499,–91.559942
2017,ARKANSAS,5,JACKSON,67,,52174000,ARKANSAS_JACKSON_2017,13387000,10098000,7623000,243413,93179000,970,858,5067,35.596605,–91.223178
2017,ARKANSAS,5,LAWRENCE,75,,44664000,ARKANSAS_LAWRENCE_2017,17812000,11044000,6189000,204129,108716000,1222,1000,5075,36.041098,–91.101153
2017,ARKANSAS,5,MISSISSIPPI,93,,110820000,ARKANSAS_MISSISSIPPI_2017,21121000,15481000,17610000,469286,211054000,884,841,5093,35.766943,–90.052209
2017,ARKANSAS,5,POINSETT,111,,76958000,ARKANSAS_POINSETT_2017,19664000,13882000,10399000,298820,160043000,996,858,5111,35.568981,–90.680595
2017,ARKANSAS,5,RANDOLPH,121,,43507000,ARKANSAS_RANDOLPH_2017,7299000,5490000,4976000,104279,93766000,1247,1193,5121,36.341299,–91.028441
2017,ARKANSAS,5,WHITE,145,,32657000,ARKANSAS_WHITE_2017,5075000,5688000,9362000,153217,119377000,2779,2247,5145,35.254722,–91.753158
2017,ARKANSAS,5,BENTON,7,,194659000,ARKANSAS_BENTON_2017,2967000,8970000,15784000,72902,149549000,3064,2985,5007,36.337825,–94.256187
2017,ARKANSAS,5,BOONE,9,,25114000,ARKANSAS_BOONE_2017,2852000,3692000,2843000,42283,91311000,1934,2204,5009,36.304308,–93.079204
2017,ARKANSAS,5,CARROLL,15,,82446000,ARKANSAS_CARROLL_2017,2070000,6057000,9083000,54566,97951000,1973,2170,5015,36.337774,–93.541663
2017,ARKANSAS,5,MADISON,87,,85500000,ARKANSAS_MADISON_2017,2251000,6278000,3882000,60717,100316000,2079,2248,5087,36.012545,–93.724053
2017,ARKANSAS,5,NEWTON,101,,2008000,ARKANSAS_NEWTON_2017,742000,1033000,587000,14597,29608000,746,840,5101,35.910063,–93.215084
2017,ARKANSAS,5,WASHINGTON,143,,153049000,ARKANSAS_WASHINGTON_2017,2658000,10587000,14023000,85129,161563000,3573,3511,5143,35.971209,–94.218417
2017,ARKANSAS,5,BRADLEY,11,,12076000,ARKANSAS_BRADLEY_2017,699000,1073000,1591000,6188,14872000,332,314,5011,33.463819,–92.168164
2017,ARKANSAS,5,CALHOUN,13,,2177000,ARKANSAS_CALHOUN_2017,180000,235000,218000,3078,6252000,149,126,5013,33.56046,–92.513879
2017,ARKANSAS,5,CLARK,19,,2398000,ARKANSAS_CLARK_2017,800000,1706000,1315000,29620,35750000,713,511,5019,34.053312,–93.176205
2017,ARKANSAS,5,CLEVELAND,25,,53960000,ARKANSAS_CLEVELAND_2017,167000,1464000,1531000,6685,33038000,411,338,5025,33.893201,–92.188714
2017,ARKANSAS,5,COLUMBIA,27,,17524000,ARKANSAS_COLUMBIA_2017,524000,953000,1756000,12110,24793000,562,453,5027,33.21507,–93.226901
2017,ARKANSAS,5,DALLAS,39,,-211000,ARKANSAS_DALLAS_2017,91000,347000,439000,4165,6272000,225,189,5039,33.967823,–92.653999
2017,ARKANSAS,5,NEVADA,99,,19455000,ARKANSAS_NEVADA_2017,397000,1055000,1003000,21507,27013000,625,506,5099,33.666699,–93.305072
2017,ARKANSAS,5,OUACHITA,103,,3932000,ARKANSAS_OUACHITA_2017,133000,339000,125000,5437,9797000,290,262,5103,33.591158,–92.878418
2017,ARKANSAS,5,UNION,139,,4470000,ARKANSAS_UNION_2017,442000,619000,572000,8178,18003000,495,376,5139,33.168219,–92.598145
2017,ARKANSAS,5,ASHLEY,3,,23134000,ARKANSAS_ASHLEY_2017,7371000,4305000,6727000,103931,71251000,600,554,5003,33.190835,–91.772267
2017,ARKANSAS,5,CHICOT,17,,49290000,ARKANSAS_CHICOT_2017,11127000,8748000,9094000,273282,93236000,701,574,5017,33.267139,–91.297158
2017,ARKANSAS,5,DESHA,41,,58537000,ARKANSAS_DESHA_2017,15823000,13001000,11618000,279098,150949000,791,786,5041,33.828748,–91.244427
2017,ARKANSAS,5,DREW,43,,21225000,ARKANSAS_DREW_2017,4494000,2929000,3570000,77019,61721000,645,486,5043,33.587242,–91.722778
2017,ARKANSAS,5,JEFFERSON,69,,57802000,ARKANSAS_JEFFERSON_2017,16811000,9537000,8820000,253355,123727000,852,833,5069,34.277696,–91.930701
2017,ARKANSAS,5,LINCOLN,79,,52238000,ARKANSAS_LINCOLN_2017,9918000,8022000,10161000,161489,104120000,859,805,5079,33.957665,–91.727624
2017,ARKANSAS,5,HEMPSTEAD,57,,67989000,ARKANSAS_HEMPSTEAD_2017,1207000,4692000,6418000,51514,67646000,1146,1076,5057,33.728611,–93.665809
2017,ARKANSAS,5,HOWARD,61,,95062000,ARKANSAS_HOWARD_2017,822000,3725000,5483000,34498,57823000,964,1039,5061,34.083179,–93.990988
2017,ARKANSAS,5,LAFAYETTE,73,,41834000,ARKANSAS_LAFAYETTE_2017,3010000,3048000,3285000,67718,38852000,609,565,5073,33.24066,–93.611643
2017,ARKANSAS,5,LITTLE RIVER,81,,32835000,ARKANSAS_LITTLE RIVER_2017,2628000,2536000,2050000,58160,47274000,778,650,5081,33.699497,–94.229774
2017,ARKANSAS,5,MILLER,91,,6287000,ARKANSAS_MILLER_2017,3095000,2129000,1908000,58178,47787000,870,649,5091,33.305505,–93.901509
2017,ARKANSAS,5,MONTGOMERY,97,,8144000,ARKANSAS_MONTGOMERY_2017,445000,1008000,762000,22436,33314000,835,661,5097,34.545652,–93.664147
2017,ARKANSAS,5,PIKE,109,,31161000,ARKANSAS_PIKE_2017,685000,1616000,1554000,23054,31373000,664,668,5109,34.158191,–93.658659
2017,ARKANSAS,5,SEVIER,133,,96192000,ARKANSAS_SEVIER_2017,1078000,3412000,1798000,30023,51714000,940,988,5133,33.994608,–94.243290
2017,ARKANSAS,5,CRAWFORD,33,,11898000,ARKANSAS_CRAWFORD_2017,1805000,2132000,3040000,52158,55890000,1255,1125,5033,35.583041,–94.236224
2017,ARKANSAS,5,FRANKLIN,47,,40431000,ARKANSAS_FRANKLIN_2017,1394000,3342000,3527000,56457,65098000,1374,1321,5047,35.508573,–93.887672
2017,ARKANSAS,5,JOHNSON,71,,35698000,ARKANSAS_JOHNSON_2017,1350000,2636000,2553000,38837,40508000,1029,1027,5071,35.573359,–93.466322
2017,ARKANSAS,5,LOGAN,83,,78330000,ARKANSAS_LOGAN_2017,1808000,4393000,2945000,63009,77424000,1606,1580,5083,35.21855,–93.720563
2017,ARKANSAS,5,POLK,113,,61967000,ARKANSAS_POLK_2017,1128000,3346000,1284000,37600,63122000,1324,1336,5113,34.490915,–94.230884
2017,ARKANSAS,5,POPE,115,,54467000,ARKANSAS_POPE_2017,1725000,4129000,4277000,56802,68353000,1533,1342,5115,35.455297,–93.031535
2017,ARKANSAS,5,SCOTT,127,,51774000,ARKANSAS_SCOTT_2017,257000,2918000,1892000,25942,37688000,962,827,5127,34.858869,–94.063641
2017,ARKANSAS,5,SEBASTIAN,131,,42336000,ARKANSAS_SEBASTIAN_2017,623000,2174000,1755000,29063,41427000,1123,1034,5131,35.196981,–94.274989
2017,ARKANSAS,5,YELL,149,,98631000,ARKANSAS_YELL_2017,1345000,5043000,5180000,57389,65834000,1329,1289,5149,34.997713,–93.408303
2017,CALIFORNIA,6,ALAMEDA,1,,17158000,CALIFORNIA_ALAMEDA_2017,1892000,2504000,11052000,17276,25875000,507,606,6001,37.648081,–121.913304
2017,CALIFORNIA,6,CONTRA COSTA,13,,7252000,CALIFORNIA_CONTRA COSTA_2017,2871000,3360000,15320000,41481,42962000,703,708,6013,37.919479,–121.951543
2017,CALIFORNIA,6,LAKE,33,,9396000,CALIFORNIA_LAKE_2017,1905000,2139000,11728000,20079,43101000,1055,897,6033,39.094802,–122.746757
2017,CALIFORNIA,6,MARIN,41,,19352000,CALIFORNIA_MARIN_2017,498000,2451000,14817000,13744,35050000,493,580,6041,38.051817,–122.745974
2017,CALIFORNIA,6,MONTEREY,53,,952014000,CALIFORNIA_MONTEREY_2017,240431000,210261000,648257000,366709,889335000,5233,4310,6053,36.240107,–121.315573
2017,CALIFORNIA,6,NAPA,55,,93780000,CALIFORNIA_NAPA_2017,14490000,10010000,131466000,67701,175969000,2557,2237,6055,38.507351,–122.325995
2017,CALIFORNIA,6,SAN BENITO,69,,18989000,CALIFORNIA_SAN BENITO_2017,7102000,5919000,30953000,35577,60293000,1127,1153,6069,36.610702,–121.085296
2017,CALIFORNIA,6,SAN FRANCISCO,75,,0,CALIFORNIA_SAN FRANCISCO_2017,6000,8000,124620125,171380.4464,289000,2430.982456,2278.625,6075,37.727239,–123.032229
2017,CALIFORNIA,6,SAN LUIS OBISPO,79,,99093000,CALIFORNIA_SAN LUIS OBISPO_2017,22722000,22917000,179701000,246361,206203000,3781,3632,6079,35.385227,–120.447540
2017,CALIFORNIA,6,SAN MATEO,81,,6721000,CALIFORNIA_SAN MATEO_2017,1877000,3875000,32966000,6891,18081000,465,481,6081,37.414664,–122.371542
2017,CALIFORNIA,6,SANTA CLARA,85,,48630000,CALIFORNIA_SANTA CLARA_2017,20629000,10757000,92447000,34273,79246000,1395,1406,6085,37.220777,–121.690622
2017,CALIFORNIA,6,SANTA CRUZ,87,,96335000,CALIFORNIA_SANTA CRUZ_2017,25276000,13197000,227930000,23470,73026000,1512,1405,6087,37.012488,–122.007205
2017,CALIFORNIA,6,SONOMA,97,,89575000,CALIFORNIA_SONOMA_2017,15820000,20574000,230410000,129883,279229000,5249,4950,6097,38.532574,–122.945194
2017,CALIFORNIA,6,LASSEN,35,,4622000,CALIFORNIA_LASSEN_2017,2979000,3078000,5535000,56281,47811000,694,710,6035,40.721089,–120.629931
2017,CALIFORNIA,6,MODOC,49,,22557000,CALIFORNIA_MODOC_2017,7776000,8374000,18234000,159907,82713000,959,1265,6049,41.592919,–120.718370
